,Subject,Item,Recall,Intensity1,Intensity2,Intensity3,Intensity4,Intensity5,Fidelity1,Fidelity2,Fidelity3,Fidelity4,Intensity1_Z,Fidelity1_Z,Intensity2_Z,Fidelity2_Z,Intensity3_Z,Fidelity3_Z,Intensity4_Z,Fidelity4_Z,Intensity5_Z
34,0,34,0,-0.80418026,0.56940454,-0.43414322,1.169811,0.57868636,0.09806880730668213,-0.9656030215001904,0.07953158514935431,-0.5719756292638322,-0.9756155,-0.13898783928625008,0.7609715,-2.1760338710942255,-0.46591648,-0.42075263674003316,1.3547239,-1.1852293076094234,0.62218934
35,0,35,0,-0.7345954,0.34600776,-0.19167385,1.0943843,0.9280753,-0.3238898808034156,0.212330035373519,0.018700929013615412,-0.09371658824668086,-0.89119655,-1.0871173275531676,0.46241647,0.07099735057688981,-0.20570172,-0.5486196833302535,1.2673744,-0.2929085459391158,0.99784374
36,0,36,1,0.27076364,0.72269505,-1.4137795,-1.7782824,-0.39122805,0.034089173785552984,-0.060620726121356834,0.7634546041420954,0.39978156237582263,0.32848507,-0.2827483042303097,0.96583414,-0.44968494072894744,-1.5172486,1.016864875366499,-2.0593767,0.6278448698453822,-0.42063877
37,0,37,0,-1.001223,-0.36621326,1.4478256,1.0660836,0.025074996,0.17201875391233004,0.15066071692656577,0.12550319791462045,-0.7221940460938823,-1.2146639,0.027175643083579927,-0.4894198,-0.04664336182255792,1.5537864,-0.3241195453893994,1.2346002,-1.4655021318044832,0.026960028
38,0,38,0,0.955286,1.0949196,-0.41108736,0.0026854337,0.59643275,-0.05712819791390561,0.9498841319177456,-0.03333878577956564,0.6118093049393115,1.158934,-0.48771121265582584,1.4632876,1.477959378627008,-0.4411733,-0.6580080256350479,0.0031099261,1.023439600970817,0.6412698
39,0,39,0,0.6960383,-0.3427403,-0.015575081,-1.1161827,-0.22929288,-0.017883163885882215,0.2719327657625785,0.11547824190541674,-0.8428077679985073,0.84441984,-0.39952870787872574,-0.4580497,0.1846958288558822,-0.016714966,-0.3451921689401529,-1.2926185,-1.690539442064063,-0.24653004
40,0,40,1,0.118491024,0.24072672,0.1281006,-1.2730558,0.09213612,0.26964261827595887,-0.024641539631033042,0.21434426876758692,-0.6013736553179363,0.14375095,0.2465337631315206,0.32171533,-0.381050857575992,0.1374758,-0.13737414319395527,-1.4742886,-1.2400792252281494,0.099062495
41,0,41,0,0.11500031,-0.18874216,-0.894287,0.015715245,-0.2726682,0.03916878915349293,0.22504457618372584,0.25308947441449414,0.8217941200948882,0.13951609,-0.27133454915165844,-0.2522414,0.09525167471104087,-0.9597364,-0.05593107927983674,0.01819937,1.4152227020290222,-0.29316616
42,0,42,1,1.0962609,-0.33211088,0.10374586,1.23164,-0.25565484,0.16370736288494497,0.30459454542437314,0.8613422742269559,0.20613852884224296,1.3299619,0.008500177585107415,-0.44384423,0.2470016095003113,0.111338615,1.2226263789646046,1.4263262,0.26655175386509067,-0.2748738
43,0,43,0,-0.34721774,-0.26282996,-0.58047056,-0.024111908,0.9219666,0.2525493140464542,-0.5019091574402597,0.17168777570264232,-0.1122546521160709,-0.42123765,0.2081255818365727,-0.35125485,-1.2914890459363932,-0.622953,-0.22703879803410193,-0.02792329,-0.3274962857477475,0.9912758
44,0,44,1,0.010871928,-0.37908205,-0.32836372,0.10794534,0.2960821,-0.26662962967635506,0.19261441172538846,-0.045629789350324614,-0.09596427211701221,0.013189612,-0.9584551287907862,-0.5066181,0.033387724432560946,-0.3523954,-0.6838439186873252,0.12500833,-0.2971022042103793,0.31834018
45,0,45,1,-0.57556146,1.4095527,-0.19275026,0.33235037,-0.13047187,0.16527006022119767,-0.5208698836207543,0.4907723002062455,0.5766118233734152,-0.6982597,0.012011515229020915,1.8837739,-1.3276586257478344,-0.2068569,0.4436821567074938,0.38488522,0.9577692406301939,-0.14028013
46,0,46,1,0.17408127,-1.2702831,0.35666838,0.06623541,2.1642826,-0.8072452635844817,-0.6924339273860759,-0.4507549748440163,-0.20094661002001535,0.21119194,-2.173203488688678,-1.6976494,-1.6549350873491318,0.38277158,-1.535423767716094,0.076705284,-0.49297496705518645,2.3269832
47,0,47,1,-0.7960063,-0.08801868,-1.5239472,-0.81859815,0.10413191,0.1489584367300483,-0.32073584446015846,-0.3249264883946828,-0.49374483734556146,-0.9656991,-0.02464025109136068,-0.11763114,-0.9458818924362202,-1.6354791,-1.2709302054028462,-0.94799453,-1.0392687426358502,0.11196007
48,0,48,0,-1.348905,-1.0955437,0.17349866,0.5558176,-0.66373175,-0.25863745332728266,-0.009846826795565271,0.48007845678105016,1.5143891495199522,-1.6364647,-0.9404969298355184,-1.4641217,-0.3528283864746324,0.18619636,0.42120352073114087,0.6436761,2.7074448477332766,-0.71362805
49,0,49,0,-0.57937557,-0.82923716,-1.8240553,0.25171942,-0.67507344,0.28414294388667666,0.4904440802339252,-0.4523210414346832,0.2457802385113489,-0.70288694,0.27911559326889734,-1.1082206,0.6015291480672927,-1.9575509,-1.5387156656246972,0.29150888,0.34051401601202047,-0.7258223
50,0,50,1,-0.018440792,-0.20504029,1.2176459,-0.94462717,-0.48347256,-0.3856217460207478,-0.6757011996020171,0.0037764188791906384,-0.5361655549112084,-0.022371998,-1.2258271193586627,-0.2740228,-1.6230156488588892,1.3067607,-0.5799912507918368,-1.093945,-1.1184159908055333,-0.51981777
51,0,51,1,-0.4599432,1.1402451,0.6603027,0.6280237,0.9177077,0.12999377159642048,0.21212657226340265,-0.16453365301331807,0.071343634901403,-0.55799395,-0.06725332852042026,1.5238621,0.07060922329051997,0.7086277,-0.9337818092276949,0.7272958,0.015055656321907683,0.9866967
52,0,52,0,-0.60160404,-0.37525892,-0.90513784,-0.35736603,-1.3140817,0.17808601065177962,-0.030954677525001938,0.03600177651150655,0.6950495202609026,-0.72985405,0.040808600976503746,-0.5015087,-0.39309383223544586,-0.9713814,-0.5122530153770627,-0.41385514,1.1787465914657418,-1.4128683
53,0,53,0,-0.06908851,-1.1485174,-0.6089939,1.7701012,-1.2279474,0.14473703440271213,-0.12507107306034745,-0.37436778571680224,-0.217727391001161,-0.08381681,-0.03412562523145114,-1.5349175,-0.5726307575343708,-0.6535638,-1.3748566311520853,2.0499024,-0.5242840234081463,-1.3202587
54,0,54,1,-0.21329226,1.0255566,0.5755137,-0.44271174,0.088991724,0.812202302987822,0.409346067339056,-0.21690338801910183,-0.14117996543538566,-0.2587619,1.4656503513551926,1.3705884,0.44682615715717733,0.61763334,-1.0438638594847172,-0.5126915,-0.3814642307295081,0.09568172
55,0,55,1,0.65810055,-0.94812995,0.42905182,-0.27763563,0.20029259,-0.08951430703906454,0.16358711561034334,0.5471005431582037,0.4097532531898601,0.7983945,-0.5604819030978759,-1.267113,-0.021984896507639146,0.46045247,0.5620850562226889,-0.3215217,0.6464497387118416,0.21534967
56,0,56,0,0.11227607,-0.029842477,-0.10033357,-0.079892725,0.28116837,0.14714310229236371,0.13982824512991723,-0.09896461103084568,0.4610836610485196,0.1362111,-0.028719257306741908,-0.039882496,-0.06730744132427678,-0.10767661,-0.7959545971170712,-0.09252142,0.7422204083888295,0.3023053
57,0,57,0,-0.6906937,-0.9172565,1.9043766,0.29392037,0.73731536,-0.983356701953647,0.5764996927958131,0.12797421442642573,-0.4370190579642978,-0.83793586,-2.5689210142283816,-1.2258526,0.7656892818696392,2.0437508,-0.31892542776003885,0.34038058,-0.9334315575066813,0.7927433
58,0,58,0,0.35170376,0.012325366,0.8390443,1.3292276,0.4103421,0.11602173119617203,0.6936740889908283,0.164722841835469,0.018074618073139936,0.42668003,-0.09864811641794015,0.016472034,0.989211769072313,0.9004507,-0.24167920436646798,1.5393395,-0.08433200934256532,0.4411897
59,0,59,0,-0.26559955,-0.25237212,-0.15539746,-1.2830677,-0.49625292,0.12287535697948015,1.1228180808447519,1.4797915182082113,-0.291144289112486,-0.3222201,-0.0832482090578021,-0.33727863,1.8078490784349006,-0.1667704,2.5226169317112066,-1.4858831,-0.6612629758662965,-0.5335589
60,0,60,1,-0.3125309,1.0341017,1.2665123,1.0351684,0.58409303,0.228295294837851,-0.25249753288260907,0.2769653554547802,-0.7930349914001992,-0.3791563,0.15362747226175855,1.3820086,-0.8157101345981052,1.3592035,-0.005743581933952196,1.1987982,-1.5976749520793234,0.62800246
61,0,61,1,-0.78477913,0.13674498,1.1095593,-0.8968552,-0.16335337,-0.15047593011537974,0.8589828119500753,-0.05135446006480008,0.2371335688898999,-0.95207846,-0.6974609821402924,0.18275061,1.3045555481915316,1.1907637,-0.6958772713332034,-1.0386217,0.32438133024801796,-0.1756335
62,0,62,0,-0.88891023,-0.1315763,-0.9759817,0.3492075,-0.742225,0.12782569195986812,-0.613432732719378,0.4890744520149247,-0.7338788607296707,-1.0784082,-0.07212494343024281,-0.17584302,-1.5042319977894165,-1.0474101,0.4401132516919323,0.40440696,-1.4873032935213804,-0.79802203
63,0,63,1,0.4771979,0.6746995,0.5376855,0.42185003,0.8078182,0.34021156384288204,-0.4763190890492085,-0.4945110895519182,-0.9999010760848411,0.578927,0.40510022978629656,0.9016912,-1.2426732984676847,0.5770367,-1.6273998454601444,0.48853216,-1.9836392233599456,0.8685462
64,0,64,0,-0.2316717,0.50703883,-0.9856826,-0.6558392,-0.6398653,-0.3806445000200613,0.19380285739343803,-0.8178803489388937,0.8376250322907819,-0.2810595,-1.2146433854136511,0.67762387,0.035654809565951066,-1.0578209,-2.307127383884421,-0.7595082,1.444759522908628,-0.68796736
65,0,65,1,0.20920107,0.27218503,0.40193552,-0.6819037,0.67109805,-0.8175138298864197,0.36616982378441393,0.7114339209582748,0.3245396077230698,0.25379857,-2.1962766728354426,0.36375728,0.3644629305411858,0.43135163,0.9075165378197553,-0.78969276,0.4874607839690017,0.7215481
66,0,66,0,-0.118812844,0.6226881,-3.0797834,-0.2029036,-2.281292,-0.32526709676162885,0.2584436591123326,0.24392706850397197,0.2671590675074326,-0.14414138,-1.0902118936765532,0.83218145,0.15896393889941943,-3.305181,-0.07519060823880408,-0.23497671,0.38040196655203035,-2.4527888
67,0,67,0,1.2924081,0.0017206797,0.123203374,-1.8027544,0.10508365,0.3848802836027882,-0.30968620860085444,-0.09707083297309901,0.45318977758919066,1.5679238,0.5054696062226166,0.0022995735,-0.9248035496398562,0.13222015,-0.7919738442775638,-2.087717,0.7274922475034978,0.11298336
68,0,68,0,-1.4672433,-0.6056148,0.17825937,0.164879,-0.31130037,0.08664035733731866,0.15018827412398403,0.45816856393833627,0.10730572134855901,-1.7800305,-0.16466724991686948,-0.8093641,-0.0475445961683131,0.19130549,0.37514856313452083,0.19094154,0.08215259253775413,-0.3347025
69,1,0,1,0.060457554,-2.0256586,0.8682292,-0.79011714,1.1015447,0.1625482542798379,1.3970752873375316,0.8062314141956181,0.5425375022955875,0.07334591,0.005895692644820567,-2.7071586,2.331023551009067,0.9317716,1.1067824385091596,-0.9150115,0.8941944380025203,1.1843538
70,1,1,0,-1.72566,-0.7640983,-0.22877578,-0.66867924,0.5013656,0.4439781352209197,0.6344358035146009,1.376610344869851,-0.0801149908185391,-2.0935364,0.6382608424057978,-1.0211668,0.876208507803264,-0.24551901,2.3057283966105904,-0.7743778,-0.26753111083365566,0.53905594
71,1,2,0,-0.4060558,0.050709926,-0.35839614,0.683908,0.41358057,0.06952738192479004,0.07234015337856849,-0.05142399424971087,0.014778907686667196,-0.49261883,-0.2031196318153827,0.06777046,-0.1960480759226182,-0.3846258,-0.6960234333414146,0.7920138,-0.09048104271169433,0.44467163
72,1,3,1,-0.66591024,-0.66695315,-0.06600637,1.073454,-0.06593462,0.022274032942423427,-0.006023800158886874,0.24163015777824648,0.526280168406899,-0.8078691,-0.3092965985469209,-0.89133877,-0.34553556099209076,-0.07083713,-0.08001875262252651,1.2431357,0.8638620128643977,-0.07089127
73,1,4,0,0.25820583,0.04629263,-0.4083325,0.0026629611,0.1908164,0.2651436995776804,0.21580464183210735,1.125006211940336,-0.3070738049073463,0.31325018,0.23642481739027246,0.061867036,0.07762552791677171,-0.43821678,1.7768523424743137,0.0030839012,-0.6909837682571279,0.20516111
74,1,5,1,-0.010810936,-0.4438768,-0.67108166,-2.133552,-1.4299531,0.8944859985098897,0.07735105725772837,0.43611266251810094,0.7763483310440314,-0.013115608,1.650539536781073,-0.59321195,-0.18648924963825458,-0.72019553,0.3287866930899593,-2.4708042,1.3304313700882335,-1.5374503
75,1,6,1,-0.66785383,0.4689701,1.2599592,0.32775068,0.66517186,0.48515700381564775,0.5240348900139716,1.3799586459745343,0.5446452221471033,-0.810227,0.7307886199069522,0.6267475,0.6656071513939895,1.3521708,2.3127665809825504,0.37955847,0.8981269557847085,0.7151764
76,1,7,0,-0.9339848,0.046493392,-0.50227815,0.7527808,0.5058289,0.5690231160837494,0.25501878243462717,0.8732565591310149,-0.5591942434126376,-1.1330918,0.9192334519444993,0.062135343,0.1524306263480234,-0.53903794,1.2476704031407868,0.8717734,-1.161382197612958,0.5438548
77,1,8,0,0.8492055,1.0319041,1.3392204,-0.31425005,0.2601461,0.038105431500901954,-1.0191492395585713,0.5192305927751821,0.13635480383548854,1.0302392,-0.27372388435295836,1.3790716,-2.278178914972124,1.4372329,0.5035019589741414,-0.3639238,0.13635146216169705,0.2797027
78,1,9,1,1.0510843,0.012301167,0.38062432,-0.7896023,0.0016567856,0.6982061510366091,-0.2605637692367506,0.5641252908226517,-0.10798809587441546,1.2751546,1.2095041544419531,0.016439693,-0.8310973289920206,0.40848076,0.5978713577536,-0.9144153,-0.31953587854422394,0.0017813457
79,1,10,0,-0.14548051,0.6814712,0.57197464,0.41468778,-0.46794915,0.1326466304205166,-0.5013170707588673,-0.08632118576412166,0.6536014910486145,-0.17649406,-0.061292428199585164,0.9107412,-1.2903595783055628,0.6138353,-0.7693779078235564,0.48023778,1.1014141548059282,-0.5031274
80,1,11,0,0.32058188,-1.1344322,0.7404202,1.0135458,0.5081339,-0.07480377809101242,-0.42007611008734147,0.6423226231105126,0.1800252531556844,0.38892356,-0.5274277518819798,-1.5160936,-1.1353838994737173,0.7946088,0.762243445218367,1.1737577,0.21783042075494247,0.546333
81,1,12,1,-0.10517415,0.3819551,0.60105944,-0.80961114,-0.63352644,0.697910630799268,1.2658817010527952,0.5497201949492657,0.3515398122198143,-0.12759519,1.2088401286515194,0.5104577,2.080757983925646,0.6450487,0.5675916076705383,-0.93758696,0.5378369211154088,-0.68115205
82,1,13,1,0.042311165,0.47673926,-0.86808777,0.7167071,1.2163402,0.5517807624547236,0.2159150943865354,0.7012418663387083,0.9213591605339881,0.05133107,0.8804903607759631,0.63713044,0.07783622778368253,-0.93161976,0.886092670222764,0.82999754,1.600988040686084,1.307779
83,1,14,0,-0.6343768,0.056853868,0.29848355,-0.19388184,-1.6601973,0.7247977504030372,-0.17211404763759106,0.3791100953837817,-0.3993497765150637,-0.7696134,1.269254741904468,0.07598143,-0.6623701803466471,0.3203284,0.20896635297622004,-0.22452888,-0.8631493902467249,-1.7850032
84,1,15,0,0.4931339,-0.9078473,-0.46266025,0.52436686,0.5130163,0.17803427835665028,0.40227778733439895,0.04901574013744186,-0.23116529776092423,0.5982602,0.04069235994180071,-1.2132778,0.4333426694824776,-0.49652058,-0.4848974483161438,0.6072539,-0.5493560495838029,0.55158246
85,1,16,0,1.2220187,-0.08472926,-0.40313873,0.50664145,-1.0553553,0.5337178286974756,0.6505715633348828,0.029406061946185967,-0.37146671728185454,1.4825288,0.8399034487809428,-0.11323505,0.9069891671030282,-0.4326429,-0.5261173166224367,0.5867266,-0.8111260503433959,-1.1346921
86,1,17,1,1.1270207,0.15445015,1.4845592,-0.06746075,1.9472743,0.019150658496511846,0.6946508011168724,-0.05891993695080514,-0.1804149079960825,1.3672792,-0.3163147344415311,0.2064124,0.9910749502004755,1.5932084,-0.7117800290365138,-0.07812432,-0.4546675595267911,2.0936613
87,1,18,1,0.005533629,0.5289107,-1.4200733,-1.0249652,-1.2633396,-0.58178586575952,0.6545945476040415,0.5378339243924701,-0.14922612461313217,0.006713293,-1.6666024646828097,0.70685416,0.9146634328045813,-1.524003,0.5426064701162385,-1.1869822,-0.39647650288799685,-1.3583117
88,1,19,0,1.2853726,0.6409168,-1.0964477,0.20206332,-1.8180938,-0.38795009311722667,0.1059729657059472,-0.10943008054992684,-0.036418997890285784,1.5593885,-1.2310588508131797,0.85654294,-0.1318899483183194,-1.1766925,-0.8179531873607603,0.23400362,-0.1860044937753467,-1.9547696
89,1,20,1,0.019763108,0.5647082,1.0617282,0.6095212,0.70944947,-0.1518320994516617,0.36117203704368256,-0.08891114712269935,-0.1249398403953025,0.023976214,-0.7005082570869735,0.7546951,0.3549291265782656,1.1394321,-0.774822049490632,0.70586866,-0.3511639133229244,0.7627826
90,1,21,0,0.6230957,0.38891625,0.40378156,1.5545998,0.46779582,0.37520558700416873,0.0678762122393654,0.9503672480949611,0.6752071871432812,0.7559273,0.48373083085512525,0.51976085,-0.20456351324136804,0.4333328,1.4097583483432063,1.8003365,1.141725386883439,0.5029625
91,1,22,1,0.017565807,-0.027603371,-0.1774744,0.099800475,-0.78330827,0.5297983249413548,0.49033086455736796,-0.3956000960548755,-0.4567286632923028,0.021310493,0.8310964323708873,-0.03689008,0.6013131772542467,-0.19046307,-1.4194872991027698,0.11557601,-0.9702051227300429,-0.8421938
