,Subject,Item,Recall,Intensity1,Intensity2,Intensity3,Intensity4,Intensity5,Fidelity1,Fidelity2,Fidelity3,Fidelity4,Intensity1_Z,Fidelity1_Z,Intensity2_Z,Fidelity2_Z,Intensity3_Z,Fidelity3_Z,Intensity4_Z,Fidelity4_Z,Intensity5_Z
0,0,0,0,-0.07257358,-1.603854,-0.27584967,0.2595206,0.18587941,0.06962482933351252,0.8208158452396315,0.4999350839719261,0.46840063293778267,-0.08804482,-0.20290067018627442,-2.1434445,1.231748044119554,-0.29603806,0.46294247992426163,0.3005432,0.7558721857090481,0.19985297
1,0,1,0,0.3672581,0.12878717,-0.09133802,0.50819933,-0.34199944,-0.5472232253851841,-0.5309722897929929,0.3187859278869707,0.07334027618184256,0.44555023,-1.5889411687913926,0.17211553,-1.3469300282698684,-0.098022714,0.08216395389278805,0.5885308,0.01878092718004985,-0.36770937
2,0,2,0,0.09103755,0.31235614,0.06299235,0.70879495,0.33374822,-0.3243598840519664,0.46522773187913363,-0.24311942472673623,0.657109015683564,0.11044495,-1.0881734118384045,0.4174433,0.5534263108821855,0.06760251,-1.098970402797778,0.8208347,1.1079583845755923,0.35883787
3,0,3,0,-0.7046291,0.11255581,-0.07359539,-0.46966964,-0.8067364,0.041977057990203466,1.1056402743908365,0.23022052876210022,0.8195989181603656,-0.85484207,-0.26502444683573795,0.1504234,1.7750806055607158,-0.07898156,-0.10400198176490572,-0.5439107,1.411126962912272,-0.8673831
4,0,4,1,0.36368135,0.5097307,-0.17542729,1.5032303,-1.7840251,0.1209821198198405,0.5306963785621133,-0.18412583288642162,0.8858676398646624,0.441211,-0.08750226053231208,0.68122137,0.6783146415719171,-0.18826614,-0.9749648957794488,1.740847,1.5347690713820525,-1.9181398
5,0,5,0,-0.5424375,-0.5484244,-0.2753578,-0.40681162,-0.15423244,0.1265219407972154,-0.588075479857266,0.2718220538810775,-0.6486156338388567,-0.6580744,-0.07505443619222331,-0.7329329,-1.4558603704337851,-0.2955102,-0.016554887018097264,-0.47111663,-1.3282218313082053,-0.1658269
6,0,6,0,-0.8176178,0.17685224,0.621102,0.6262527,1.8296183,0.7247659772067375,-0.19573105021030887,0.47488874241332374,-0.6825479631944966,-0.9919176,1.2691833484121735,0.23635131,-0.7074220972051732,0.666558,0.4102946551853336,0.72524494,-1.3915317102212659,1.9671606
7,0,7,0,-0.2137456,-0.8701927,-0.7038375,0.049221434,0.6490878,0.43694796645694445,-0.5728392181601873,-0.6125850024536865,-0.05967796053436636,-0.2593119,0.6224642478565258,-1.1629549,-1.4267955984290392,-0.7553487,-1.8755931657559264,0.057001904,-0.22940033887654346,0.6978832
8,0,8,1,-0.45410436,1.5641205,-0.95792735,0.29507917,-0.09146305,0.2368759099350447,0.6302557135924804,-0.26377409881091557,-0.47426475386843475,-0.5509104,0.17290787679035288,2.0903435,0.8682345465415549,-1.0280343,-1.1423868697767674,0.34172255,-1.0029234121037975,-0.09833881
9,0,9,1,0.9558179,-0.6524805,0.9983203,-0.82348716,0.6374628,-0.6874117452275343,0.41630128482761397,-0.4291508194210587,-0.6497255025095746,1.1595793,-1.9039408910967748,-0.871997,0.46009396618851717,1.0713835,-1.4900114752390006,-0.9536564,-1.3302925895640298,0.6853843
10,0,10,1,-0.35143048,-0.56633246,0.2252187,0.43660015,-2.0156436,0.48742295508817307,-0.004216459952109571,0.21710304492939775,-0.5962792171158676,-0.42634848,0.7358801496727682,-0.75686586,-0.34208786941988156,0.24170159,-0.13157515001480716,0.50561386,-1.2305741817540437,-2.1671703
11,0,11,0,0.018082142,-1.029536,-1.8582405,0.33376354,0.03014495,-0.5342284058035011,0.09370311740552868,0.353486470189918,0.22156993475768189,0.021936899,-1.5597421690142215,-1.3759067,-0.15529597470948187,-1.994238,0.15510506847580238,0.3865218,0.29534318842077184,0.032411117
12,0,12,1,0.69788295,1.5647366,1.707732,-0.78605306,1.0242292,0.3223255300832945,1.2287223390935722,1.4774549235016405,-0.19085727686672094,0.84665775,0.36491080718770846,2.091167,2.0098725919141844,1.8327143,2.517705370942556,-0.910305,-0.47415060479128457,1.101226
13,0,13,0,0.11331616,-0.5113973,0.7390616,-0.3932895,-0.41832432,-0.5145369048793813,0.06455744675940002,-0.054132844026821746,0.14166285349612165,0.13747291,-1.515495911689804,-0.6834487,-0.21089440752043576,0.79315066,-0.7017174804331118,-0.45545706,0.14625505521471388,-0.449772
14,0,14,0,0.4764347,0.96317095,0.7161235,0.7338096,0.54214233,0.9094847966812539,0.016993623449701595,0.09959656954084523,-0.2760390924060341,0.57800114,1.6842414209596581,1.2872143,-0.3016274040818859,0.7685339,-0.37857570726069695,0.8498034,-0.6330801722508859,0.5828981
15,0,15,1,1.4529052,0.35732725,0.9830903,0.675482,2.554501,-0.00545488746976999,-0.6032123295142122,0.14705438002487364,0.067837253232541,1.7626357,-0.37160271490717284,0.47754422,-1.484735503514074,1.0550389,-0.27881860369288103,0.7822559,0.008513559062624434,2.7465367
16,0,16,0,1.4967988,-1.5532342,1.0746105,1.2273216,0.5508528,0.6874206723062567,-0.46816216082453793,-0.37534392653283216,0.4056294029487277,1.8158865,1.1852694823817005,-2.0757947,-1.2271130997901716,1.1532571,-1.3769084953128696,1.4213252,0.6387555879011106,0.59226334
17,0,17,0,-0.7288333,-0.38432547,0.42638254,-0.1759957,0.14277539,-0.10688178501691897,-0.568058855472662,-0.42145884722636595,-0.7725188132078322,-0.8842061,-0.5995061452135724,-0.51362556,-1.4176765537200897,0.45758784,-1.4738428223019893,-0.20381546,-1.5593965084303718,0.15350859
18,0,18,1,0.7283463,0.9861604,1.9154975,-0.6981362,1.2045642,0.6396718697584473,-0.09567565933685968,-0.18157150964062538,-0.14379644911103373,0.88361526,1.0779792452075811,1.3179381,-0.5165559135309916,2.0556855,-0.9695956660156286,-0.8084911,-0.38634598414369703,1.2951177
19,0,19,0,0.11150999,0.75036126,-0.83267343,0.28685996,0.4035463,-0.37330135570315615,-0.32446572311294986,0.30588465621731026,-0.7089578839798307,0.13528171,-1.1981435434631502,1.0028082,-0.9529970283405567,-0.89361364,0.05504526719020674,0.33220413,-1.4408065144794393,0.43388304
20,0,20,0,0.085717484,-0.3736312,-0.22241119,-1.5478586,0.119871736,-0.37655126288836843,-0.08652258261211636,-0.14400222612460972,0.9460001929716113,0.10399075,-1.2054459949193133,-0.49933338,-0.4990954567971974,-0.2386886,-0.8906244098946344,-1.7925297,1.6469625083852615,0.12888314
21,0,21,0,1.626592,0.59142554,1.2051547,0.7689237,-0.81345654,0.47153099133151255,-0.12939438212789817,0.20666200450528624,0.4172417833765835,1.9733491,0.7001713471555239,0.7904011,-0.5808779243822927,1.2933553,-0.15352238989630942,0.890468,0.6604216041381527,-0.87460846
22,0,22,0,-1.7199707,-0.46896076,-0.870001,0.2818607,-1.8279033,0.25800527954151214,-0.36352695785659717,0.21193276980097583,0.09112910177696389,-2.0866342,0.22038498522982983,-0.62673503,-1.0275104427606856,-0.9336731,-0.14244315395767063,0.32641464,0.05197076164820718,-1.9653165
23,0,23,1,0.33022422,-0.54945034,-0.4045774,-0.5747026,-0.6741441,0.40972318398428037,0.573638302962324,0.2708686129090267,0.8651773009273818,0.40062144,0.5612909154869595,-0.734304,0.7602308797510273,-0.43418688,-0.0185590357309141,-0.6655463,1.496165684061939,-0.7248231
24,0,24,0,1.1579424,-0.077288345,-0.7037427,-0.35347944,-0.7010465,0.9374033919070318,0.7185311266048893,1.0265494836174158,0.8291006587980682,1.4047928,1.7469737313739926,-0.10329076,1.0366291832208632,-0.75524694,1.5698946690358542,-0.40935418,1.4288550134369342,-0.75374794
25,0,25,0,0.8310106,0.70720226,1.2008915,-0.36377993,0.29076645,0.6207949922983098,0.11210962519183394,0.1274943789194126,0.06606221565498256,1.0081655,1.0355634242500384,0.94512904,-0.12018362478738033,1.2887801,-0.3199340499421502,-0.4212829,0.005201749462890047,0.31262493
26,0,26,0,-1.154229,-0.31222326,-0.23153052,-1.1405693,-2.8382442,0.08951545354743756,0.3876375612518817,-0.35076843023653814,0.9141708609306297,-1.4002877,-0.15820698834333144,-0.4172657,0.4054148981140007,-0.24847534,-1.3252503951127994,-1.3208599,1.5875763360928128,-3.0516102
27,0,27,1,0.9975307,-0.6790408,-0.9181919,-0.13349162,0.68105197,0.22756514587184581,0.40641181220654826,0.12201860448405105,1.1562639957988772,1.2101845,0.1519868477527628,-0.90749305,0.4412287568154358,-0.98539084,-0.33144421848745625,-0.15459274,2.039266135916252,0.7322503
28,0,28,0,0.2628983,-0.10821782,0.016149204,-0.39476383,-0.5056362,0.16425840237853412,-0.03780743485158609,-0.06489775433839738,1.0525133973579432,0.318943,0.009738348069074835,-0.14462596,-0.4061661877292615,0.0173311,-0.7243455001815473,-0.45716444,1.845691514038389,-0.5436476
29,0,29,0,-0.7042057,0.57605124,-0.7849474,-0.45577484,0.07111573,-0.15706619104930827,0.18760670632865817,0.4611366535458968,-0.47289734996026256,-0.85432833,-0.7122691159763725,0.76985437,0.023834999589904354,-0.8423947,0.3813875366429935,-0.5278195,-1.0003721526560805,0.07646189
30,0,30,0,0.35429832,0.6279964,0.16809115,-0.12614955,1.1670133,-0.05449063925243027,-0.3214667580498646,-0.4207075963013926,-0.40575851761671794,0.4298277,-0.4817846913767425,0.8392756,-0.9472761869989116,0.1803931,-1.47226368041652,-0.1460901,-0.8751066189674065,1.2547439
31,0,31,0,1.0924315,-0.18852492,0.0052988827,0.30011314,0.68227464,0.004911955388983217,-0.11686189119068831,0.13806263672684496,-0.02516370777937252,1.3253162,-0.3483087060584947,-0.25195107,-0.556970879532086,0.005686683,-0.2977193970141097,0.34755224,-0.16500472548402395,0.7335649
32,0,32,0,-0.6239203,0.8279658,0.7904929,0.41592044,0.3693222,0.40571326854233025,0.034770219664508,1.0686590122612556,0.8332612984134576,-0.7569277,0.5522807465223196,1.1065215,-0.2677166767475794,0.84834605,1.6584095956047729,0.48166528,1.4366178047116043,0.39708614
33,0,33,0,0.24797755,-0.3218893,-0.30804625,0.18208143,-0.7299817,1.2630581896275572,0.05536336767751465,0.4202761851013103,0.14633120302276625,0.30084145,2.478711044562969,-0.43018377,-0.22843308056382644,-0.33059096,0.29549815529810664,0.21086317,0.15496511576369856,-0.78485835
